,State,Website,Email,Phone Number,Serving
558,TN,N/A,namijohnsoncity@namitn.org,(423) 930-8035,Washington County TN and surrounding counties
559,TN,http://www.namiknox.org,namiknox@gmail.com,(800) 771-5491,"Greater Knoxville, TN area"
560,TN,N/A,namimadison@namitn.org,(877) 740-7002,Madison County
561,TN,http://namimaryville.org,nami.maryville@gmail.com,(865) 518-2373,Blount County and surrounding areas
562,TN,http://www.nami-memphis.org,info@nami-memphis.org,(901) 725-0305,Shelby County
563,TN,http://namioakridge.org,namioakridge865@gmail.com,(865) 272-6475,"Anderson County, Oak Ridge and surrounding areas"
564,TN,N/A,namiroane@namitn.org,N/A,Roane Co. and surrounding areas
565,TN,N/A,nami.rutherford@gmail.com,,"Rutherford County, Murfreesboro, TN"
566,TN,N/A,namisumner@namitn.org,(615) 763-5161,"Sumner County, TN"
567,TN,N/A,namiwilliamsontn@gmail.com,(615) 567-3793,Williamson-Maury Counties
568,TX,N/A,mendezcorral15@gmail.com,(325) 701-9051,Taylor and Jones counties
569,TX,http://www.namibv.org,jill@namibv.org,(979) 774-4713,"Brazos Valley counties: Robertson, Grimes, Madison, Burleson, Brazos, Washington, Leon"
570,TX,http://namicentraltx.org,info@namicentraltx.org,(512) 420-9810,Austin and Central Texas area
571,TX,https://namitexas.org/nami-southern-sector-dallas/,nami.ssectordallas@gmail.com,(972) 401-3834,N/A
572,TX,http://www.namiep.org,office@namiep.org,(915) 778-5726,El Paso County
573,TX,N/A,goldentrianglenami@gmail.com,(512) 693-2000,"Hardin, Jefferson, and Orange counties"
574,TX,https://namitexas.org/nami-grayson-fannin-cooke-county/,outreach.coordinator@namitexas.org,(903) 814-7121,North Texas
575,TX,N/A,gingmort@aol.com,(903) 681-4470,"Henderson County, TX"
576,TX,http://www.namigcc.org,info@namigcc.org,(361) 510-6939,"San Patricio, Nueces, Live Oak, Kleberg, Kenedy, Jim Wells, Duval, Brooks, Bee, Aransas"
577,TX,http://www.namigreaterhouston.org,namigh@namigreaterhouston.org,(713) 970-4419,"Harris, Fort Bend, and Montgomery Counties, Texas"
578,TX,https://namitexas.org/nami-greater-longview/,namigreaterlongview@gmail.com,(512) 693-2000,"Gregg, Harrison, Rusk, and Upshur counties"
579,TX,N/A,bvinsonnamigc@gmail.com,(512) 585-8968,Guadalupe County
580,TX,http://www.namigulfcoast.org,namigc@namigulfcoast.org,(281) 585-3100,Galveston and Brazoria Counties
581,TX,N/A,officemanager@namitexas.org,(512) 693-2000,Hunt County
582,TX,http://namitexas.org/nami-kaufman-county/,namikaufmancounty@yahoo.com,(972) 962-3784,Kaufman County
583,TX,http://www.namitexas.org/nami-kerrville,nami_kerrville@yahoo.com,,"Kerr and surrounding counties: Bandera, Edwards, Gillespie, Kendall, Kimble, Real"
584,TX,https://namitexas.org/nami-laredo/,outreach.coordinator@namitexas.org,(512) 693-2000,N/A
585,TX,https://namilubbock.org/,namilubbock@gmail.com,(806) 783-9268,Lubbock
586,TX,https://namitexas.org/nami-midland/,outreach.coordinator@namitexas.org,,"Permian Basin, West Texas"
587,TX,http://www.naminorthtexas.org,info@naminorthtexas.org,(214) 341-7133,"Collin, Dallas, Denton & Rockwall Counties"
588,TX,http://namirgv.org,namirgv@gmail.com,N/A,"Hidalgo, Cameron, Willacy, Starr counties"
589,TX,N/A,namisanangelotx@gmail.com,(325) 374-8940,"Tom Green, Concho, Schleicher, Irion, Sterling, and Coke Counties"
590,TX,http://www.nami-sat.org,admin@nami-sat.org,(210) 734-3349,"Bexar, Wilson, Medina, Kendall, Comal, Bandera, and Atascosa Counties"
591,TX,http://www.namitarrant.org,info@namitarrant.org,(817) 332-6677,"Greater Fort Worth Area (Tarrant, Johnson, Parker, Wise Counties)"
592,TX,N/A,namitemple@gmail.com,(254) 771-3638,"Bell, Coryell, Lampasas, Hamilton and Milam Counties"
593,TX,https://namitexas.org/nami-texas-panhandle/,namitexaspanhandle@gmail.com,(806) 567-1372,"Amarillo, Canyon, Hereford, Dumas"
594,TX,http://www.namityler.org,findhope@namityler.org,(903) 308-0200,North East Texas
595,TX,https://namitexas.org/nami-waco/,outreach.coordinator@namitexas.org,(512) 693-2000,"Bosque, Hill, McLennan, Limestone, Falls, and Freestone counties"
596,UT,N/A,N/A,N/A,"Carbon County, Emery County"
597,UT,N/A,suzanne.godfrey@gmail.com,(407) 617-4263,Box Elder County
598,UT,http://namicachevalley.org/,terry.boharsik.namicachevalley@gmail.com,(435) 787-4165,Cache Valley
599,UT,https://www.namiut.org/about/affiliates/item/15-salt-lake-affilate,robin@namiut.org,(385) 246-5931,Salt Lake County
600,UT,N/A,N/A,N/A,Sandpete County
601,UT,http://namiut-sw.org/,robin@namiut.org,N/A,"Washington, Iron County; SW Utah"
602,UT,https://namiut.org/find-resources-by-county/item/21-utah-county,robin@namiut.org,(801) 400-3516,Utah County
603,UT,N/A,N/A,N/A,N/A
604,UT,http://www.namiut.org/find-resources-by-county/item/23-weber-ogden,robin@namiut.org,(801) 625-3714,Weber County
605,VT,http://www.namivt.org,info@namivt.org,(802) 876-7949,"Washington County, Orange County, Lamoille County"
606,VT,http://www.namivt.org,info@namivt.org,(802) 876-7949,"Grand Isle County, Franklin County, Chittenden County, Addison County"
607,VT,http://www.namivt.org,info@namivt.org,(802) 876-7949,"Caledonia County, Orleans County, Essex County"
608,VT,http://www.namivt.org,info@namivt.org,(802) 876-7949,Rutland County
609,VT,http://www.namivt.org,info@namivt.org,(802) 876-7949,"Windsor County, Windham County, Bennington County"
610,VA,http://www.namiblueridgecharlottesville.org,namiblueridge@gmail.com,(434) 260-8127,"Charlottesville, Albemarle County, and surrounding areas"
611,VA,https://www.facebook.com/namishenandoah,nami.wecare@gmail.com,(540) 480-4765,"Cities of Staunton and Waynesboro, Counties of Bath, Highland, Rockbridge, and Augusta"
612,VA,https://namicva.org/,info@namicva.org,(804) 285-1749,Richmond metropolitan area and Greater Petersburg area
613,VA,http://www.namicoastalvirginia.org,contact@namicoastalvirginia.org,(757) 499-2041,"Virginia Beach, Chesapeake, Norfolk, Portsmouth and the Eastern Shore"
614,VA,http://namihptnn.org,info@namihptnn.org,(757) 690-1370,Hampton Roads Peninsula
615,VA,http://www.nami-mid-tidewater.org,namimidtidewater@gmail.com,(804) 684-1480,General areas of the Middle Peninsula and Northern Neck
616,VA,N/A,naminrvva@gmail.com,(540) 585-1627,"Blacksburg, Christiansburg, Radford, Montgomery County, Pulaski County, Giles County, Floyd County"
617,VA,http://www.naminsv.org,dominickhalse@gmail.com,(540) 533-1832,Winchester and surrounding areas
618,VA,http://www.nami-northernvirginia.org,info@nami-nova.org,(571) 458-7310,"Counties of Fairfax, Arlington, Loudoun; Cities of Alexandria, Fairfax and Falls Church"
619,VA,https://namipiedmontva.org/,weigelww@yahoo.com,(540) 347-9104,"Warrenton and Culpeper, Fauquier, Rappahannock, Madison, Orange Counties"
620,VA,http://www.nami-pw.org,info@nami-pw.org,(703) 659-9983,"Within Prince William County, City of Manassas, City of Manassas Park and surrounding communities"
621,VA,http://www.namirapp.org,info@namirapp.org,(540) 724-6393,"City of Fredericksburg and Counties of King George, Spotsylvania, Stafford and Caroline"
622,VA,http://www.namiroanokevalley.us,namiroanokevalley@gmail.com,(540) 627-5533,Roanoke area
623,VA,http://www.namiwilliamsburg.org,info@namiwilliamsburg.org,(757) 220-8535,"James City County, Poquoson, Williamsburg and York County"
624,WA,http://www.namicd.org,chelandouglasnami@gmail.com,(509) 663-8282,North Central Washington
625,WA,http://www.namiclallam.org,namiofclallamcounty@gmail.com,(360) 452-5244,Clallam County WA
626,WA,http://www.nami-eastside.org,info@nami-eastside.org,(425) 885-6264,East & North King County
627,WA,http://www.namijeffcowa.org,namijeffco@yahoo.com,(360) 385-1716,"Jefferson County, Washington"
628,WA,http://www.namikitsap.org,N/A,N/A,Kitsap County and surrounding areas
629,WA,http://www.namilewiscountywa.org,namilewiscountywa@gmail.com,(360) 995-9980,"Lewis County, WA"
630,WA,http://www.namipierce.org/,info@namipierce.org,(253) 677-6629,Pierce County
631,WA,http://www.namiseattle.org,info@namiseattle.org,(206) 783-9264,Seattle
632,WA,http://www.namiskagit.org,contact@namiskagit.org,(360) 313-7080,"Skagit County, Washington"
633,WA,http://www.namisnohomishcounty.org,nami.snohomish.county@gmail.com,(425) 339-3620,Snohomish County
634,WA,http://www.namiskc.org,info@namiskc.org,(253) 854-6264,"South King County, Washington"
635,WA,http://www.namiswwa.org,info@namiswwa.org,(360) 695-2823,"Clark, Cowlitz, Skamania & Wahkiakum Counties"
636,WA,http://www.namispokane.org,office@namispokane.org,(509) 838-5515,Eastern Washington State
637,WA,http://www.namitm.org,info@namitm.org,(360) 493-6021,Thurston and Mason Counties
638,WA,http://www.namitricities.org,namitricities@gmail.com,N/A,N/A
639,WA,http://www.namiwallawalla.org,namiwallawalla@gmail.com,(509) 529-6160,"Walla Walla County WA,"
640,WA,N/A,president@namiwacoast.org,(206) 783-4288,Grays Harbor County WA
641,WA,http://www.namiwhatcom.org,namiadmin@namiwhatcom.org,(360) 671-4950,Whatcom County
642,WA,https://www.namiyakima.org,info@namiyakima.org,(509) 453-8229,Yakima County and Central WA State
643,WV,N/A,N/A,N/A,N/A
644,WV,http://www.namiwheeling.org,namigreaterwheeling@gmail.com,(304) 905-0635,Upper Ohio Valley Area
645,WV,N/A,N/A,N/A,N/A
646,WV,N/A,N/A,(304) 445-7866,N/A
647,WI,https://namibarroncounty.com/,namibarroncounty@gmail.com,(715) 418-6090,"Serving Barron, Rusk, Polk, Burnett, Washburn & Sawyer counties"
648,WI,https://namibrowncounty.org,info@namibrowncounty.org,(920) 371-0961,Brown County and surrounding areas
649,WI,http://www.namicv.org,namicv@yahoo.com,(715) 450-6484,"Chippewa, Dun and Eau Claire counties of western Wisconsin"
650,WI,http://www.namidanecounty.org,contact@namidanecounty.org,(608) 249-7188,Dane County Wisconsin
651,WI,https://www.facebook.com/namidodgecounty/,namidodge@gmail.com,,Dodge County
652,WI,http://www.namifonddulac.org,nami.fdl.fc@gmail.com,(920) 979-0512,Fond du Lac County
653,WI,http://www.namifoxvalley.org,info@namifoxvalley.org,(920) 954-1550,"Outagamie, Northern Winnebago, Calumet & Waupaca Counties"
654,WI,http://namigreencounty.org,namigc@tds.net,(608) 324-4677,Green County Wisconsin
655,WI,http://www.NAMIKenosha.org,namikenoshacounty@gmail.com,(262) 652-3606,Kenosha County Wisconsin
656,WI,http://www.NAMILaCrosseCounty.org,info@namilacrossecounty.org,(608) 785-9658,La Crosse County Wisconsin
657,WI,http://namidouglascountywi.org,namidouglascountywi@gmail.com,(920) 452-5152,"Douglas, Bayfield, and Ashland Counties"
658,WI,N/A,namimanty@gmail.com,(920) 320-7606,Manitowoc County
659,WI,https://naminorthernlakes.org/,naminorthernlakes@yahoo.com,(715) 369-4740,"Forest, Oneida and Vilas Counties"
660,WI,http://www.naminorthwoods.org,naminorthwoods@gmail.com,(715) 432-0180,"Wisconsin Counties of Langlade, Lincoln and Marathon"
661,WI,http://www.namioshkosh.org,info@namioshkosh.org,(920) 651-1148,Oshkosh and Southern Winnebago County
662,WI,http://namiozaukee.org/,namiozaukee@gmail.com,(262) 243-3627,Ozaukee County Wisconsin
663,WI,http://www.namiportagewoodcounties.org,namiportagewoodcounties@gmail.com,(715) 544-9653,Portage & Wood Counties
664,WI,http://www.namiracinecounty.org,info@namiracine.org,(262) 637-0582,Racine County
665,WI,http://www.namirockcounty.org,namirockcountyinc@gmail.com,(608) 743-9828,Rock County
666,WI,N/A,nami.saukco2016@yahoo.com,(608) 355-0378,Sauk County Wisconsin and surrounding area
667,WI,http://www.namisoutheastwi.org,info@namisoutheastwi.org,(262) 524-8886,"Waukesha, Milwaukee, and Jefferson Counties"
668,WI,http://www.southwesternwi.wix.com/nami,swwi.nami@gmail.com,(608) 485-1437,"Crawford, Grant, & Iowa Counties"
669,WI,https://www.nami-stcroixvalley.com/,namiscv@gmail.com,(608) 301-5440,St. Croix & Pierce Counties
670,WI,N/A,swbrown001@centurytel.net,N/A,Trempealeau County
671,WI,N/A,linpwood@yahoo.com,(608) 790-6588,Vernon County and Crawford County
672,WI,https://www.namiwalworth.org,namiwalworth@gmail.com,N/A,Walworth County Wisconsin
673,WI,https://www.namiwashingtonwi.org/,executivedirector@namiwashingtonwi.org,(262) 339-1235,Washington County
674,WY,https://www.namicasper.org/,namicspr@gmail.com,(307) 234-0440,Natrona County
675,WY,N/A,dhnamilaramie@gmail.com,(307) 760-9651,"Albany County, WY"
676,WY,N/A,saramur@yahoo.com,(307) 899-4561,Park County
